step,time,phase,load,energy,delta_energy,mass,mass_error,W_ext_step,W_ext_cumul,D_pred,D_inferred,snes_it,converged_reason
0,0.0,init,0.0,5.000598656413497e-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0.001,ramp,0.1,0.0002069618259877409,0.00020696182548768103,1.0001881348303094,0.00018813483030943878,1.8873143677485708e-05,1.8873143677485708e-05,2.7426900423264935e-05,-0.1880886818101953,2,2
2,0.002,ramp,0.2,0.00020771901580129943,7.571898135585271e-07,1.000188756892528,0.0001887568925280636,1.84490149550104e-07,1.9057633827035813e-05,4.934923899362085e-05,-0.0005726996640084231,2,2
3,0.003,ramp,0.3,0.00045191420642978135,0.0002441951906284819,1.0003764774060233,0.00037647740602331226,5.655921132393524e-05,7.561684515097105e-05,6.590914155479655e-05,-0.18763597930454667,2,2
4,0.004,ramp,0.4,0.00045328704236990394,1.3728359401225972e-06,1.0003773760851238,0.00037737608512378173,5.539019340557479e-07,7.61707470850268e-05,7.97204017826441e-05,-0.0008189340060668492,2,2
5,0.005,ramp,0.5,0.0007345348879076991,0.00028124784553779515,1.0005646269896118,0.0005646269896117939,9.410717904096478e-05,0.00017027792612599158,9.169665240402044e-05,-0.18714066649683037,2,2
6,0.006,ramp,0.6,0.0007366746026747708,2.1397147670716623e-06,1.0005657919528603,0.0005657919528603284,1.0773415520803542e-06,0.00017135526767807194,0.00010255857243823114,-0.001062373214991308,2,2
7,0.007,ramp,0.7,0.001054840059155667,0.0003181654564808962,1.0007525769552053,0.000752576955205253,0.000131511313904231,0.000302866581582303,0.000112397308968715,-0.18665414257666518,2,2
8,0.008,ramp,0.8,0.0010579054978476377,3.065438691970783e-06,1.0007540131636052,0.0007540131636052383,1.7509213338837686e-06,0.00030461750291618675,0.00012165496301184003,-0.0013145173580870143,2,2
9,0.009000000000000001,ramp,0.9,0.0014128552274989973,0.00035494972965135953,1.0009403405717903,0.0009403405717902658,0.00016877091170225373,0.0004733884146184405,0.00013020435986283967,-0.1861788179491058,2,2
10,0.010000000000000002,ramp,1.0,0.001417002678296718,4.147450797720685e-06,1.0009420538219889,0.0009420538219888641,2.5726619437057996e-06,0.0004759610765621463,0.00013842173008604005,-0.0015747888540148854,2,2
11,0.011000000000000003,ramp,1.1,0.0018086022888748423,0.00039159961057812437,1.0011279316681936,0.0011279316681935825,0.00020588616333463324,0.0006818472398967795,0.00014608794677324857,-0.18571344724349112,2,2
12,0.012000000000000004,ramp,1.2,0.0018139850773279784,5.38278845313607e-06,1.0011299269320986,0.0011299269320985683,3.5411293308053184e-06,0.0006853883692275848,0.00015356224931453022,-0.0018416591223307513,2,2
13,0.013000000000000005,ramp,1.3,0.0022420992776219285,0.0004281142002939501,1.0013153623762883,0.001315362376288265,0.00024285756923847913,0.0009282459384660639,0.0001605758901519566,-0.18525663105547097,2,2
14,0.014000000000000005,ramp,1.4,0.0022488681757032855,6.7688980813569895e-06,1.001317643691655,0.0013176436916551015,4.655113755775993e-06,0.0009329010522218399,0.000167485915440009,-0.0021137843255809967,2,2
15,0.015000000000000006,ramp,1.5,0.002713361164901674,0.0004644929891983885,1.0015026430644423,0.001502643064442255,0.00027968577321766373,0.0012125868254395035,0.0001739924837954597,-0.18480721598072478,2,2
16,0.016000000000000007,ramp,1.6,0.0027216647886357977,8.303623734123682e-06,1.0015052136695886,0.0015052136695885565,5.913521614184699e-06,0.0012185003470536883,0.00018045551022569375,-0.0023901021199389826,2,2
17,0.017000000000000008,ramp,1.7,0.0032224005775175514,0.0005007357888817537,1.0016897826100015,0.0016897826100015223,0.0003163714942475416,0.0015348718413012298,0.00018655366662654588,-0.1843642946342121,2,2
18,0.01800000000000001,ramp,1.8,0.003232385686734459,9.985109216907768e-06,1.001692645093931,0.0016926450939309667,7.315326580480211e-06,0.00154218716788171,0.00019265148527590286,-0.0026697826364275572,2,2
19,0.01900000000000001,ramp,1.9,0.003769228334552173,0.000536842647817714,1.0018767886792523,0.0018767886792523392,0.0003529154947499256,0.0018951026626316356,0.00019841171563561363,-0.18392715306778842,2,2
20,0.02000000000000001,ramp,2.0,0.00378104005473144,1.1811720179266943e-05,1.001879945108715,0.001879945108715031,8.859546758780564e-06,0.0019039622093904162,0.0002042040344267798,-0.002952173420486379,2,2
21,0.02100000000000001,ramp,2.1,0.004353853836033417,0.0005728137813019772,1.0020636679581678,0.002063667958167814,0.0003893185601584304,0.0022932807695488465,0.0002096787389170957,-0.18349522114354683,2,2
22,0.022000000000000013,ramp,2.2,0.004367635831752264,1.378199571884682e-05,1.002067119981497,0.002067119981497001,1.0545237280051859e-05,0.0023038260068288983,0.00021521069228052766,-0.003236758438794962,2,2
23,0.023000000000000013,ramp,2.3,0.004976285344806127,0.0006086495130538626,1.0022504263337229,0.0022504263337228547,0.00042558148004449555,0.0027294074868733937,0.00022044009510278277,-0.18306803300936703,2,2
24,0.024000000000000014,ramp,2.4,0.004992179958477238,1.5894613671111127e-05,1.0022541752622343,0.0022541752622342592,1.2371488295682389e-05,0.002741778975169076,0.00022574673539173,-0.003523125375428738,2,2
