step,time,phase,load,energy,delta_energy,mass,mass_error,W_ext_step,W_ext_cumul,D_pred,D_inferred,snes_it,converged_reason
0,0.0,init,0.0,0.9999999999966603,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0.001,ramp,0.1,1.0004220074150842,0.00042200741842390865,1.000082713943399,8.271394339898208e-05,8.448010370132024e-06,8.448010370132024e-06,1.9804240224407526e-06,-0.4135594080537766,2,4
2,0.002,ramp,0.2,1.0004148600546563,-7.147360427950389e-06,1.0000812771723704,8.127717237038645e-05,4.1240794427735504e-08,8.48925116455976e-06,4.745918012331152e-06,0.007188601222378124,1,2
3,0.003,ramp,0.3,1.000848860006776,0.0004339999521196791,1.0001630205879855,0.00016302058798545183,2.5299645158621936e-05,3.3788896323181694e-05,8.466633656013146e-06,-0.4087003069610572,2,4
4,0.004,ramp,0.4,1.0008388026938173,-1.0057312958666742e-05,1.000160980445091,0.00016098044509105236,1.5600871373494356e-07,3.394490503691664e-05,1.2606854654529367e-05,0.010213321672401686,1,2
5,0.005,ramp,0.5,1.0012858216749918,0.00044701898117449623,1.000241971411167,0.00024197141116699683,4.208963502845212e-05,7.603454006536875e-05,1.7208552863357202e-05,-0.4049293461460441,2,4
6,0.006,ramp,0.6,1.0012739509746766,-1.1870700315164129e-05,1.0002395335319287,0.00023953353192873728,3.408391960940023e-07,7.637537926146276e-05,2.2142889918267535e-05,0.012211539511258132,1,2
7,0.007,ramp,0.7,1.001734469274516,0.0004605182998393964,1.0003198809226117,0.00031988092261170387,5.8816969138257906e-05,0.00013519234839972066,2.73763740225995e-05,-0.40170133070113845,2,4
8,0.008,ramp,0.8,1.00172136147359,-1.3107800926004387e-05,1.0003171470808407,0.0003171470808407406,5.942961375510219e-07,0.0001357866445372717,3.2887810503573706e-05,0.013702097063555407,1,2
9,0.009000000000000001,ramp,0.9,1.0021956567836523,0.0004742953100622671,1.0003969191954147,0.0003969191954147355,7.548156808587622e-05,0.0002112682126231479,3.8614270411918775e-05,-0.3988137419763909,2,4
10,0.010000000000000002,ramp,1.0,1.0021816931677074,-1.39636159448564e-05,1.0003939523100542,0.00039395231005423526,9.153926727930916e-07,0.00021218360529594099,4.458131025787926e-05,0.014879008617649491,1,2
11,0.011000000000000003,ramp,1.1,1.0026699398833399,0.0004882467156324122,1.0004731967837714,0.0004731967837714457,9.208324449448926e-05,0.0003042668497904303,5.071059481673564e-05,-0.3961634711379229,2,4
12,0.012000000000000004,ramp,1.2,1.0026554056031316,-1.4534280208255979e-05,1.0004700406407694,0.0004700406407693869,1.3034888656669921e-06,0.00030557033865609727,5.7053400865495845e-05,0.015837769073922973,1,2
13,0.013000000000000005,ramp,1.3,1.0031577188395726,0.0005023132364410099,1.0005487932114807,0.0005487932114807137,0.00010862206163073924,0.0004141924002868365,6.352176088402844e-05,-0.3936911748102706,2,4
14,0.014000000000000005,ramp,1.4,1.003142842495747,-1.4876343825687144e-05,1.0005454803851228,0.0005454803851228096,1.7579719451301722e-06,0.0004159503722319667,7.01831525771525e-05,0.016634315770817313,1,2
15,0.015000000000000006,ramp,1.5,1.0036592994247293,0.0005164569289823895,1.000623769153145,0.0006237691531449929,0.00012509815884068648,0.0005410485310726532,7.694284412373507e-05,-0.39135877014170295,2,4
16,0.016000000000000007,ramp,1.6,1.0036442732182993,-1.5026206430013289e-05,1.000620325030046,0.0006203250300460539,2.2782895849546686e-06,0.0005433268206576079,8.387952942604885e-05,0.01730449601496796,1,2
