step,time,phase,load,energy,delta_energy,mass,mass_error,W_ext_step,W_ext_cumul,D_pred,D_inferred,snes_it,converged_reason
0,0.0,init,0.0,0.9999999999985447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0.001,ramp,0.1,1.000375549221588,0.0003755492230432811,1.0001788086481629,0.000178808648162887,1.794986467052084e-05,1.794986467052084e-05,4.1037172129424564e-08,-0.35759935837276025,2,2
2,0.002,ramp,0.2,1.0003754158582299,-1.3336335813463052e-07,1.0001787061520275,0.00017870615202753015,7.17484788693039e-08,1.8021613149390143e-05,1.1952475113136642e-07,0.00020511183700393443,1,2
3,0.003,ramp,0.3,1.0007854478226847,0.0004100319644548822,1.0003568598669874,0.00035685986698741345,5.374258378602219e-05,7.176419693541233e-05,2.2187195614606555e-07,-0.35628938066886,2,2
4,0.004,ramp,0.4,1.0007857364359265,2.8861324175011305e-07,1.0003568612091467,0.00035686120914668606,2.862741395833409e-07,7.205047107499566e-05,3.449429141147853e-07,-2.3391021667721364e-06,1,2
5,0.005,ramp,0.5,1.0012302821294197,0.0004445456934931702,1.0005344465573187,0.0005344465573187129,8.939323694938138e-05,0.00016144370802437705,4.831080161567464e-07,-0.3551524565437888,2,2
6,0.006,ramp,0.6,1.001231246826103,9.64696683425359e-07,1.000534607889249,0.0005346078892489725,6.426710417774273e-07,0.00016208637906615448,6.375939616759746e-07,-0.0003220256416479317,1,2
7,0.007,ramp,0.7,1.0017102472014316,0.0004790003753285532,1.0007116659985011,0.0007116659985011431,0.00012490264761518831,0.00028698902668134276,8.037260736608134e-07,-0.3540977277133649,2,4
8,0.008,ramp,0.8,1.001712087593999,1.8403925674537192e-06,1.0007120166528527,0.0007120166528526983,1.1400688763303433e-06,0.0002881290955576731,9.839142657865889e-07,-0.0007003236911233757,1,2
9,0.009000000000000001,ramp,0.9,1.0022254526044998,0.0005133650105006993,1.0008885727321997,0.0008885727321996661,0.0001602716426022158,0.00044840073815988885,1.1737179996160778e-06,-0.35309336789848345,2,4
10,0.010000000000000002,ramp,1.0,1.0022283457588579,2.893154358085681e-06,1.0008891312061798,0.0008891312061798384,1.7775842790890723e-06,0.00045017832243897794,1.3761575318492645e-06,-0.001115570078996609,1,2
11,0.011000000000000003,ramp,1.1,1.002775971450648,0.0005476256917900102,1.001065203070831,0.0010652030708309113,0.00019550109682962632,0.0006456794192686042,1.5868268006811911e-06,-0.3521245949603839,2,4
12,0.012000000000000004,ramp,1.2,1.0027800820931942,4.110642546351073e-06,1.0010659821244432,0.0010659821244431988,2.5543470612380275e-06,0.0006482337663298423,1.809139289207825e-06,-0.0015562954851130457,2,2
13,0.013000000000000005,ramp,1.3,1.0033618567755889,0.0005817746823946202,1.001241583305303,0.0012415833053029957,0.00023059183769848628,0.0008788256040283285,2.0386516221668288e-06,-0.3511828446961339,2,4
14,0.014000000000000005,ramp,1.4,1.0033673421862193,5.485410630390319e-06,1.0012425924079873,0.0012425924079872974,3.4694879062491217e-06,0.0008822950919345776,2.279070883620985e-06,-0.002015922724141198,2,2
15,0.015000000000000006,ramp,1.5,1.0039831497657614,0.0006158075795421603,1.0014177337884247,0.001417733788424691,0.00026554475425359273,0.0011478398461881704,2.525887817055573e-06,-0.3502628252885675,2,4
16,0.016000000000000007,ramp,1.6,1.0039901617540707,7.0119883093244795e-06,1.0014189801151225,0.0014189801151225367,4.522122654992481e-06,0.001152361968843163,2.7830353670249434e-06,-0.0024898656543319987,2,2
17,0.017000000000000008,ramp,1.7,1.0046398833329073,0.0006497215788365818,1.0015936707473503,0.0015936707473502842,0.0003003607017207991,0.001452722670563962,3.045929741471201e-06,-0.3493608771157827,2,4
18,0.01800000000000001,ramp,1.8,1.004648570353865,8.687020957687253e-06,1.0015951601402961,0.001595160140296148,5.7115592167565156e-06,0.0014584342297807185,3.3186966312315134e-06,-0.002975461740930737,1,2
19,0.01900000000000001,ramp,1.9,1.005332084546251,0.0006835141923859922,1.0017694075851127,0.0017694075851126811,0.000335040172942482,0.0017934744027232005,3.596665978587649e-06,-0.3484740194435102,2,4
20,0.02000000000000001,ramp,2.0,1.0053425915989453,1.0507052694341823e-05,1.0017711445373187,0.0017711445373187473,7.037039087888764e-06,0.0018005114418110893,3.8841224228262815e-06,-0.0034700136064530584,1,2
21,0.02100000000000001,ramp,2.1,1.0060597763827037,0.0007171847837583734,1.0019449555139817,0.001944955513981661,0.00036958421281304844,0.002170095654624138,4.176318175778763e-06,-0.3476005709453249,2,4
22,0.022000000000000013,ramp,2.2,1.0060722458651428,1.2469482439048107e-05,1.001946943691397,0.0019469436913970295,8.497613376037724e-06,0.0021785932680001754,4.477678122328013e-06,-0.003971869063010383,1,2
23,0.023000000000000013,ramp,2.3,1.0068229785686968,0.0007507327035540801,1.002120324180492,0.002120324180491906,0.0004039936477431584,0.0025825869157433336,4.783378140063908e-06,-0.3467390558109217,2,4
24,0.024000000000000014,ramp,2.4,1.0068375507122251,1.4572143528290837e-05,1.0021225665798348,0.0021225665798347837,1.0092452398114663e-05,0.0025926793681414484,5.097965918145446e-06,-0.004479691130176175,1,2
25,0.025000000000000015,ramp,2.5,1.0076217083093069,0.0007841575970817249,1.0022955219725471,0.002295521972547121,0.00043826930057199527,0.0030309486687134434,5.416544004421078e-06,-0.3458882965097297,2,4
26,0.026000000000000016,ramp,2.6,1.007638521456926,1.681314761903252e-05,1.0022980210583774,0.0022980210583773975,1.1820730892089032e-05,0.0030427693996055325,5.743769991807643e-06,-0.0049924167269434876,1,2
27,0.027000000000000017,ramp,2.7,1.0084559807899964,0.000817459333070536,1.0024705562702036,0.00247055627020365,0.00047241199021337386,0.0035151813898189064,6.074676403421402e-06,-0.3450473428571621,2,4
28,0.028000000000000018,ramp,2.8,1.008475171603139,1.9190813142611063e-05,1.0024733140761966,0.0024733140761965533,1.3681628131279034e-05,0.0035288630179501853,6.414020239866469e-06,-0.005509185011332029,1,2
29,0.02900000000000002,ramp,2.9,1.0093258095493238,0.0008506379461847846,1.00264543363208,0.00264543363208003,0.0005064225314958576,0.004035285549446043,6.756767377780664e-06,-0.344215414688927,2,4
30,0.03000000000000002,ramp,3.0,1.009347513165317,2.170361599307391e-05,1.0026484518373848,0.0026484518373848243,1.5674327948298745e-05,0.004050959877394342,7.107765468338864e-06,-0.006029288044775165,1,2
31,0.03100000000000002,ramp,3.1,1.0102312067622918,0.0008836935969749327,1.0028201599367328,0.002820159936732791,0.000540301735077299,0.004591261612471641,7.461917066813231e-06,-0.3433918618976336,2,4
32,0.03200000000000002,ramp,3.2,1.0102555569165224,2.4350154230523557e-05,1.002823439924956,0.0028234399249560393,1.7798018729484175e-05,0.004609059631201126,7.824153033806273e-06,-0.0065521355010393825,1,2
33,0.03300000000000002,ramp,3.3,1.0111721834595238,0.0009166265430013976,1.002994740492316,0.0029947404923160725,0.0005740504073924202,0.005183110038593546,8.189315812367086e-06,-0.3425761356089773,2,4
34,0.03400000000000002,ramp,3.4,1.0111993125825463,2.7129123022495705e-05,1.0029982833977928,0.0029982833977928447,2.0051893401278624e-05,0.005203161931994825,8.562413053975808e-06,-0.00707722962121708,1,2
35,0.035000000000000024,ramp,3.5,1.0121487497000552,0.0009494371175089444,1.0031691801229317,0.0031691801229316585,0.0006076693506171545,0.005810831282611979,8.93823015323449e-06,-0.34176776689178995,2,4
